"18. 우울감 경험률","","","정의","최근 1년 동안 연속적으로 2주 이상 일상생활에 지장이 있을 정도의 우울감(슬픔이나 절망감 등)을 경험한 사람의 분율","","","","","","","","","","","","","","","",""
"","","","분자","최근 1년 동안 연속적으로 2주 이상 일상생활에 지장이 있을 정도의 우울감(슬픔이나 절망감 등)을 경험한 사람의 수","","","","","","","","","","","","","","","",""
"","","","분모","조사대상 응답자 수","","","","","","","","","","","","","","","",""
"","","","비고","%","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"부록표 1-18. 시·도별 성·연령별 우울감 경험률 추이","","","","","","","","","","","","","","","","","","","","(단위: %(표준오차))"
"구분","","","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","95% CI"
"","여","","12.4(0.5)","10.0(0.3)","7.5(0.3)","6.8(0.3)","5.4(0.3)","6.7(0.3)","8.7(0.4)","9.6(0.4)","8.1(0.4)","6.6(0.3)","6.7(0.3)","8.3(0.3)","7.4(0.3)","8.3(0.3)","9.7(0.4)","9.0(0.4)","9.4(0.4)","8.6-10.1"
"","19-29","","6.7(0.8)","6.3(0.6)","4.5(0.5)","3.5(0.5)","3.4(0.5)","3.6(0.5)","5.5(0.7)","7.7(0.8)","5.0(0.6)","4.8(0.6)","5.6(0.7)","5.5(0.7)","5.4(0.7)","4.7(0.6)","5.9(0.7)","7.5(0.8)","5.2(0.7)","3.8-6.6"
"","30-39","","6.8(0.6)","5.3(0.5)","3.8(0.4)","3.6(0.4)","2.8(0.4)","4.4(0.5)","5.9(0.7)","6.3(0.6)","5.3(0.6)","5.3(0.6)","5.0(0.6)","7.2(0.8)","7.2(0.8)","6.5(0.6)","6.1(0.7)","7.4(0.8)","6.6(0.7)","5.2-8.1"
"","40-49","","8.6(0.8)","7.2(0.5)","5.4(0.4)","4.2(0.4)","3.3(0.4)","4.2(0.4)","5.7(0.5)","6.0(0.5)","5.4(0.6)","4.0(0.5)","4.9(0.6)","6.2(0.6)","6.6(0.6)","5.3(0.5)","6.3(0.5)","7.7(0.7)","7.4(0.7)","6.0-8.7"
"","50-59","","9.9(0.7)","7.7(0.5)","5.7(0.5)","5.6(0.4)","4.5(0.4)","5.8(0.5)","6.8(0.5)","6.6(0.5)","5.5(0.5)","5.8(0.5)","4.7(0.5)","6.3(0.5)","5.1(0.5)","6.1(0.5)","7.2(0.6)","6.7(0.6)","6.3(0.5)","5.3-7.4"
"","60-69","","12.8(0.9)","9.7(0.6)","7.5(0.5)","6.2(0.5)","5.2(0.5)","6.0(0.5)","8.2(0.6)","8.3(0.6)","7.4(0.6)","5.3(0.5)","6.0(0.5)","7.1(0.5)","5.5(0.4)","7.2(0.5)","7.6(0.5)","7.3(0.5)","7.2(0.5)","6.3-8.1"
"","70이상","","14.3(0.8)","10.2(0.6)","8.4(0.6)","7.7(0.5)","6.6(0.5)","7.6(0.5)","8.5(0.6)","9.2(0.5)","8.8(0.6)","6.7(0.5)","6.0(0.4)","7.7(0.5)","4.8(0.4)","7.2(0.5)","10.0(0.6)","8.5(0.5)","8.9(0.5)","7.9-9.9"
"경남","N","(명)","18,459","18,099","18,041","18,169","18,104","18,063","18,046","18,033","17,932","17,934","17,942","17,942","17,936","17,943","17,951","17,937","17,943",""
"","전체","(조율)","7.4(0.3)","6.6(0.3)","4.0(0.2)","4.1(0.2)","4.1(0.2)","3.9(0.2)","4.5(0.2)","4.9(0.2)","4.1(0.2)","5.1(0.2)","5.4(0.2)","4.9(0.2)","6.3(0.3)","7.4(0.3)","7.2(0.3)","7.4(0.3)","6.0(0.3)","5.5-6.5"
"","","(표준화율)","7.0(0.2)","6.3(0.2)","3.8(0.2)","4.0(0.2)","4.0(0.2)","3.9(0.2)","4.2(0.2)","4.7(0.2)","4.1(0.2)","5.0(0.2)","5.2(0.3)","4.8(0.3)","6.4(0.3)","7.1(0.3)","6.9(0.3)","7.6(0.3)","5.6(0.3)","5.1-6.1"
"","남","","5.2(0.3)","4.2(0.3)","2.6(0.2)","2.5(0.2)","2.5(0.2)","2.4(0.2)","3.5(0.3)","3.1(0.2)","2.7(0.2)","3.5(0.3)","3.6(0.3)","3.2(0.3)","4.9(0.4)","5.7(0.4)","5.4(0.3)","6.1(0.4)","4.2(0.3)","3.6-4.8"
"","여","","9.6(0.4)","8.9(0.4)","5.5(0.3)","5.7(0.3)","5.6(0.3)","5.4(0.3)","5.5(0.3)","6.6(0.3)","5.4(0.3)","6.8(0.4)","7.2(0.4)","6.6(0.4)","7.6(0.4)","9.1(0.5)","9.0(0.4)","8.8(0.4)","7.8(0.4)","7.0-8.5"
"","19-29","","4.3(0.4)","4.3(0.6)","2.9(0.5)","3.8(0.5)","2.8(0.4)","3.6(0.5)","3.5(0.6)","4.3(0.6)","4.1(0.5)","3.4(0.6)","4.5(0.7)","5.3(0.9)","5.3(0.7)","6.2(0.8)","4.7(0.7)","6.7(1.0)","4.0(0.6)","2.9-5.2"
"","30-39","","4.5(0.4)","5.4(0.6)","3.1(0.4)","2.8(0.4)","4.0(0.4)","4.0(0.5)","3.5(0.5)","4.6(0.5)","4.3(0.5)","5.5(0.6)","5.4(0.6)","4.2(0.5)","6.5(0.8)","5.6(0.7)","7.6(0.9)","8.3(0.9)","5.4(0.7)","4.1-6.8"
"","40-49","","6.6(0.5)","5.8(0.5)","3.0(0.3)","4.1(0.5)","4.0(0.4)","3.5(0.4)","3.3(0.4)","3.7(0.4)","3.8(0.4)","5.5(0.5)","4.4(0.5)","4.1(0.5)","7.6(0.7)","7.4(0.7)","7.3(0.7)","7.9(0.6)","5.5(0.5)","4.4-6.5"
"","50-59","","8.7(0.7)","8.0(0.7)","4.2(0.4)","3.8(0.4)","4.2(0.5)","3.8(0.4)","5.2(0.5)","4.2(0.4)","3.7(0.4)","4.8(0.5)","5.8(0.5)","4.9(0.5)","5.2(0.6)","7.9(0.7)","6.7(0.6)","7.0(0.6)","6.3(0.6)","5.2-7.4"
"","60-69","","12.0(0.8)","8.4(0.6)","6.4(0.6)","6.0(0.7)","5.6(0.7)","3.8(0.4)","5.4(0.7)","5.8(0.6)","3.9(0.5)","7.0(0.6)","6.1(0.6)","4.6(0.5)","6.4(0.7)","9.0(0.8)","7.8(0.6)","7.1(0.6)","6.5(0.5)","5.4-7.5"
"","70이상","","15.1(0.9)","11.0(0.8)","7.5(0.7)","6.1(0.5)","4.6(0.4)","5.2(0.4)","7.5(0.5)","8.4(0.5)","5.1(0.4)","4.9(0.5)","6.7(0.5)","6.5(0.6)","6.5(0.6)","7.8(0.6)","8.7(0.6)","7.6(0.5)","7.6(0.6)","6.4-8.7"
"제주","N","(명)","3,674","5,155","5,109","5,088","5,127","5,061","5,228","5,087","5,035","5,039","5,038","5,049","5,050","5,029","5,032","5,026","5,034",""
"","전체","(조율)","7.7(0.9)","9.9(0.8)","6.4(0.5)","6.7(0.6)","5.3(0.4)","6.0(0.5)","8.0(0.7)","5.7(0.7)","6.4(0.6)","6.4(0.6)","4.7(0.6)","4.8(0.5)","4.1(0.4)","6.1(0.5)","6.1(0.5)","5.0(0.5)","5.1(0.4)","4.2-5.9"
"","","(표준화율)","7.3(0.7)","9.5(0.6)","6.2(0.6)","6.3(0.5)","5.3(0.5)","6.2(0.5)","7.9(0.6)","5.7(0.6)","6.6(0.6)","6.4(0.7)","4.5(0.5)","4.6(0.5)","4.3(0.5)","5.8(0.6)","5.7(0.5)","5.1(0.5)","4.9(0.6)","3.7-6.0"
"","남","","5.1(0.7)","7.1(0.9)","4.8(0.7)","4.6(0.6)","3.9(0.5)","4.3(0.6)","6.5(0.9)","4.8(0.9)","5.5(0.8)","5.3(0.8)","3.8(0.7)","3.9(0.5)","3.4(0.6)","4.2(0.6)","4.7(0.6)","4.4(0.6)","4.7(0.6)","3.6-5.9"
"","여","","10.2(1.3)","12.6(0.9)","8.0(0.8)","8.8(0.9)","6.7(0.7)","7.7(0.8)","9.5(0.9)","6.6(0.8)","7.4(0.8)","7.5(0.9)","5.6(0.8)","5.7(0.7)","4.8(0.6)","8.1(0.7)","7.5(0.7)","5.5(0.7)","5.4(0.7)","4.1-6.7"
"","19-29","","4.7(1.5)","7.9(1.6)","5.6(1.8)","4.0(1.1)","5.7(1.4)","8.9(1.8)","10.1(2.1)","5.1(1.3)","6.9(1.4)","5.6(1.6)","4.1(1.1)","3.9(1.3)","3.9(1.3)","4.0(1.3)","4.6(1.3)","7.3(1.7)","3.1(1.2)","0.7-5.6"
"","30-39","","5.2(1.4)","6.9(1.2)","3.6(1.0)","4.9(1.0)","4.2(0.9)","5.4(1.0)","6.1(1.2)","6.1(1.2)","8.7(1.9)","6.8(1.5)","4.6(1.3)","4.9(1.5)","5.2(1.1)","4.4(1.0)","5.1(1.3)","3.6(0.9)","4.4(2.0)","0.4-8.4"
"","40-49","","5.8(1.0)","8.6(1.6)","7.5(1.0)","6.2(1.0)","4.2(0.8)","4.5(0.9)","6.1(1.3)","6.5(1.8)","4.7(0.9)","7.1(1.3)","3.5(0.7)","3.6(1.0)","4.9(1.2)","7.3(1.4)","5.8(1.3)","4.6(0.9)","6.5(1.1)","4.4-8.6"
"","50-59","","11.5(3.1)","9.7(1.2)","7.8(1.4)","7.7(1.7)","5.5(1.0)","4.7(1.0)","8.7(1.6)","4.6(0.9)","5.7(1.3)","6.6(1.4)","5.9(1.4)","5.4(1.0)","3.1(0.7)","8.1(1.3)","6.4(1.1)","4.7(0.9)","5.8(1.1)","3.7-7.9"
"","60-69","","8.4(1.4)","14.2(2.5)","5.3(1.0)","8.8(1.5)","8.2(1.5)","6.5(1.2)","7.2(1.4)","5.5(1.1)","4.6(1.1)","6.2(1.1)","3.9(0.9)","5.5(1.2)","4.1(0.9)","6.3(1.1)","7.6(1.4)","4.6(0.9)","6.1(1.6)","3.0-9.2"
"","70이상","","17.6(2.4)","18.6(2.2)","9.9(1.5)","11.9(1.8)","6.0(0.9)","7.3(1.0)","11.5(1.4)","6.3(1.1)","8.6(1.5)","5.6(0.9)","6.1(1.6)","5.9(1.0)","3.7(0.6)","5.7(1.0)","7.1(1.1)","5.1(0.8)","3.7(0.7)","2.3-5.0"
