"","구 분","","’98","","","’01","","","’05","","","’07","","","’08","","","’09","","","’10","","","’11","","","’12","","","’13","","","’14","","","’15","","","’16","","","’17","","","’18","","","’19","","","’20","","","’21","","","’22","","","’23","",""
"","","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)","","n","분율(표준오차)",""
"",""," 동","-","-","-","-","-","-","2,795","1.0","(0.2)","865","0.9","(0.4)*","2,081","1.4","(0.3)","2,391","1.7","(0.3)","2,109","1.2","(0.3)","2,033","1.6","(0.3)","1,826","0.9","(0.3)*","-","-","-","-","-","-","1,879","1.9","(0.4)","2,087","2.2","(0.4)","2,211","2.6","(0.4)","2,208","1.9","(0.3)","2,180","2.7","(0.4)","2,081","2.7","(0.4)","1,921","2.5","(0.4)","1,767","3.0","(0.5)","1,976","3.2","(0.5)"
"",""," 읍면","-","-","-","-","-","-","715","0.4","(0.3)**","373","3.3","(1.3)*","756","1.2","(0.5)*","845","0.8","(0.3)*","595","1.5","(0.6)*","527","3.0","(0.9)*","483","2.8","(1.0)*","-","-","-","-","-","-","473","1.0","(0.6)**","505","2.0","(0.6)*","507","1.9","(0.7)*","505","1.0","(0.5)**","565","2.2","(0.8)*","545","1.3","(0.6)*","561","4.1","(1.1)*","520","2.4","(0.9)*","541","2.5","(0.9)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","소득수준","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 하","-","-","-","-","-","-","712","1.4","(0.5)*","237","0.6","(0.4)**","550","1.9","(0.7)*","631","2.4","(0.8)*","521","1.7","(0.7)*","509","3.8","(1.1)*","444","1.1","(0.7)**","-","-","-","-","-","-","461","4.4","(1.1)*","521","4.2","(1.3)*","537","4.3","(1.0)","540","3.1","(0.8)*","552","5.9","(1.2)","516","4.3","(1.0)","500","4.8","(1.2)*","453","3.2","(0.9)*","490","3.9","(1.1)*"
"",""," 중하","-","-","-","-","-","-","726","1.0","(0.4)*","237","1.2","(0.7)**","551","1.1","(0.5)*","658","1.3","(0.5)*","533","1.8","(0.7)*","502","2.4","(0.7)*","452","1.9","(0.8)*","-","-","-","-","-","-","460","0.4","(0.2)**","518","1.1","(0.4)*","535","3.7","(0.8)","540","1.9","(0.8)*","542","2.6","(0.8)*","525","2.6","(0.8)*","492","3.3","(0.9)*","457","0.9","(0.5)*","506","2.4","(0.8)*"
"",""," 중","-","-","-","-","-","-","682","0.7","(0.4)**","237","2.0","(1.1)**","539","1.2","(0.4)*","636","1.3","(0.5)*","572","0.7","(0.3)*","506","0.7","(0.5)**","448","1.7","(0.8)*","-","-","-","-","-","-","468","1.9","(0.8)*","507","1.8","(0.6)*","543","1.3","(0.6)*","549","0.9","(0.3)*","539","1.7","(0.6)*","522","2.4","(0.7)*","486","1.3","(0.5)*","460","4.2","(1.0)","504","4.0","(1.1)*"
"",""," 중상","-","-","-","-","-","-","669","0.5","(0.3)**","240","2.6","(1.4)**","572","1.6","(0.6)*","630","1.5","(0.6)*","512","0.6","(0.3)*","504","1.0","(0.5)**","462","0.7","(0.6)**","-","-","-","-","-","-","470","0.5","(0.2)**","515","2.3","(0.7)*","547","2.1","(0.7)*","538","1.3","(0.5)*","548","1.5","(0.7)*","525","1.5","(0.5)*","496","3.0","(0.8)*","461","4.4","(1.3)*","504","3.1","(0.8)*"
"",""," 상","-","-","-","-","-","-","676","0.8","(0.4)*","238","0.2","(0.2)**","541","1.4","(0.5)*","642","1.1","(0.4)*","537","1.5","(0.5)*","517","0.9","(0.6)**","476","0.5","(0.3)**","-","-","-","-","-","-","478","1.3","(0.5)*","522","1.5","(0.6)*","549","1.3","(0.5)*","538","1.9","(0.7)*","552","1.4","(0.6)*","532","1.6","(0.5)*","497","1.6","(0.6)*","454","1.5","(0.5)*","506","1.9","(0.7)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","거주지역(표준화)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 동","-","-","-","-","-","-","2,795","1.1","(0.2)","865","0.9","(0.4)*","2,081","1.4","(0.3)","2,391","1.7","(0.3)","2,109","1.2","(0.3)","2,033","1.6","(0.3)","1,826","0.9","(0.3)*","-","-","-","-","-","-","1,879","1.8","(0.4)","2,087","2.3","(0.4)","2,211","2.6","(0.4)","2,208","2.0","(0.3)","2,180","2.7","(0.4)","2,081","2.9","(0.4)","1,921","2.4","(0.4)","1,767","3.3","(0.5)","1,976","3.4","(0.5)"
"",""," 읍면","-","-","-","-","-","-","715","0.5","(0.4)**","373","3.8","(1.6)*","756","1.8","(0.9)*","845","0.7","(0.4)**","595","1.8","(0.8)*","527","3.3","(1.3)*","483","3.0","(1.1)*","-","-","-","-","-","-","473","1.4","(1.1)**","505","1.8","(0.6)*","507","1.7","(0.7)*","505","1.0","(0.6)**","565","2.1","(0.8)*","545","1.5","(0.9)**","561","4.9","(1.7)*","520","2.9","(1.1)*","541","3.2","(1.1)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","소득수준(표준화)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 하","-","-","-","-","-","-","712","1.4","(0.5)*","237","0.6","(0.4)**","550","2.0","(0.7)*","631","2.3","(0.8)*","521","1.6","(0.7)*","509","3.8","(1.1)*","444","1.1","(0.7)**","-","-","-","-","-","-","461","4.4","(1.1)*","521","4.1","(1.2)*","537","4.0","(0.9)","540","3.2","(0.9)*","552","5.8","(1.3)","516","4.5","(1.1)*","500","4.5","(1.2)*","453","3.4","(1.0)*","490","3.7","(1.1)*"
"",""," 중하","-","-","-","-","-","-","726","1.0","(0.4)*","237","1.4","(0.9)**","551","1.1","(0.5)*","658","1.3","(0.5)*","533","2.1","(0.8)*","502","2.3","(0.7)*","452","1.8","(0.7)*","-","-","-","-","-","-","460","0.3","(0.2)**","518","1.1","(0.4)*","535","3.8","(0.9)","540","2.1","(0.9)*","542","2.5","(0.8)*","525","2.7","(0.8)*","492","3.3","(0.9)*","457","1.1","(0.5)**","506","2.4","(0.9)*"
"",""," 중","-","-","-","-","-","-","682","0.8","(0.4)*","237","1.9","(1.0)**","539","1.2","(0.4)*","636","1.4","(0.5)*","572","0.7","(0.3)*","506","0.7","(0.5)**","448","1.6","(0.8)*","-","-","-","-","-","-","468","2.0","(0.9)*","507","1.9","(0.7)*","543","1.4","(0.7)*","549","0.9","(0.4)*","539","1.7","(0.6)*","522","2.9","(0.9)*","486","1.2","(0.5)*","460","4.8","(1.2)*","504","4.7","(1.3)*"
"",""," 중상","-","-","-","-","-","-","669","0.6","(0.3)**","240","2.7","(1.5)**","572","1.6","(0.6)*","630","1.5","(0.6)*","512","0.6","(0.3)*","504","1.0","(0.6)**","462","0.7","(0.6)**","-","-","-","-","-","-","470","0.4","(0.2)**","515","2.3","(0.8)*","547","2.2","(0.8)*","538","1.3","(0.5)*","548","1.5","(0.7)*","525","1.5","(0.6)*","496","3.3","(1.0)*","461","4.7","(1.4)*","504","3.6","(1.0)*"
"",""," 상","-","-","-","-","-","-","676","0.9","(0.4)*","238","0.2","(0.2)**","541","1.4","(0.5)*","642","1.2","(0.4)*","537","1.5","(0.5)*","517","0.8","(0.5)**","476","0.4","(0.2)**","-","-","-","-","-","-","478","1.2","(0.5)*","522","1.6","(0.7)*","549","1.4","(0.5)*","538","1.8","(0.7)*","552","1.6","(0.7)*","532","2.0","(0.7)*","497","1.7","(0.7)*","454","1.7","(0.7)*","506","2.3","(0.8)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","여자","19세이상","-","-","-","-","-","-","4,291","2.0","(0.2)","1,739","1.8","(0.3)","3,957","2.7","(0.3)","4,244","2.9","(0.3)","3,551","3.0","(0.4)","3,466","2.8","(0.3)","3,282","3.6","(0.4)","-","-","-","-","-","-","3,055","3.3","(0.4)","3,422","4.4","(0.4)","3,398","3.0","(0.3)","3,472","3.9","(0.4)","3,447","4.0","(0.4)","3,231","4.6","(0.4)","3,152","4.9","(0.5)","2,969","5.6","(0.5)","3,249","6.0","(0.5)"
"","","19세이상(표준화)","-","-","-","-","-","-","4,291","2.0","(0.3)","1,739","1.9","(0.4)","3,957","2.7","(0.3)","4,244","3.0","(0.3)","3,551","3.1","(0.4)","3,466","2.8","(0.4)","3,282","3.8","(0.5)","-","-","-","-","-","-","3,055","3.3","(0.4)","3,422","4.6","(0.5)","3,398","3.1","(0.4)","3,472","4.0","(0.5)","3,447","4.3","(0.5)","3,231","5.1","(0.5)","3,152","5.4","(0.6)","2,969","6.8","(0.7)","3,249","7.3","(0.6)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","연령(세)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 19-29","-","-","-","-","-","-","753","1.8","(0.5)*","198","1.2","(0.9)**","526","1.4","(0.6)*","564","3.1","(0.8)*","464","5.2","(1.2)","390","3.5","(1.1)*","384","4.4","(1.3)*","-","-","-","-","-","-","347","2.6","(0.9)*","391","4.1","(1.1)*","380","4.1","(1.1)*","403","6.0","(1.6)*","361","6.8","(1.5)","400","6.5","(1.4)","348","6.2","(1.4)","337","10.0","(1.7)","323","13.1","(1.9)"
"",""," 30-39","-","-","-","-","-","-","930","2.2","(0.5)","388","2.9","(0.9)*","815","4.1","(0.9)","830","3.2","(0.7)","727","2.8","(0.8)*","654","2.2","(0.7)*","571","4.8","(1.1)","-","-","-","-","-","-","446","4.0","(1.0)","621","7.1","(1.2)","499","3.0","(0.8)*","493","3.4","(0.8)","492","4.1","(1.2)*","428","6.3","(1.4)","362","7.0","(1.5)","370","9.3","(1.8)","369","9.1","(1.6)"
"",""," 40-49","-","-","-","-","-","-","1,005","1.5","(0.4)","317","2.8","(1.0)*","748","2.7","(0.6)","853","3.8","(0.7)","630","2.2","(0.7)*","604","2.0","(0.7)*","557","3.9","(1.0)*","-","-","-","-","-","-","554","2.6","(0.7)*","623","4.3","(0.9)","626","2.8","(0.7)*","652","3.6","(0.8)","624","3.1","(0.7)","546","5.1","(1.1)","520","5.4","(1.1)","513","5.7","(1.1)","547","5.1","(1.1)"
"",""," 50-59","-","-","-","-","-","-","650","3.1","(0.9)*","299","1.1","(0.6)**","643","1.9","(0.5)*","705","2.5","(0.7)*","693","3.8","(0.9)","676","3.6","(0.9)","633","2.2","(0.6)*","-","-","-","-","-","-","646","3.4","(0.7)","641","3.3","(0.8)","663","2.7","(0.8)*","687","2.7","(0.7)*","690","3.6","(0.8)","579","2.9","(0.8)*","605","3.6","(0.9)*","521","4.3","(0.9)","658","4.0","(0.8)"
"",""," 60-69","-","-","-","-","-","-","525","2.3","(0.8)*","272","1.6","(0.9)**","637","3.2","(0.8)*","667","2.6","(0.6)","552","1.6","(0.6)*","563","3.6","(1.0)*","572","2.4","(0.7)*","-","-","-","-","-","-","532","5.6","(1.1)","557","2.8","(0.7)*","620","2.0","(0.6)*","602","3.5","(0.9)*","625","3.3","(0.8)","630","2.9","(0.7)*","629","3.8","(0.8)","633","2.4","(0.6)","744","2.7","(0.6)"
"",""," 70+","-","-","-","-","-","-","428","1.2","(0.5)*","265","0.1","(0.1)**","588","3.2","(0.9)*","625","1.4","(0.5)*","485","1.5","(0.5)*","579","2.5","(0.9)*","565","3.5","(1.1)*","-","-","-","-","-","-","530","2.2","(0.7)*","589","4.5","(1.0)","610","3.4","(0.8)","635","4.5","(0.9)","655","3.3","(0.9)*","648","3.7","(0.9)","688","3.4","(0.9)*","595","2.3","(0.7)*","608","3.1","(0.8)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 19-64","-","-","-","-","-","-","3,622","2.0","(0.3)","1,319","2.1","(0.4)","3,028","2.6","(0.3)","3,279","3.1","(0.3)","2,790","3.3","(0.4)","2,622","2.9","(0.4)","2,453","3.7","(0.5)","-","-","-","-","-","-","2,280","3.5","(0.4)","2,569","4.5","(0.5)","2,496","3.0","(0.4)","2,561","3.9","(0.5)","2,505","4.2","(0.5)","2,304","4.9","(0.5)","2,154","5.4","(0.6)","2,077","6.5","(0.6)","2,279","6.9","(0.6)"
"",""," 65+","-","-","-","-","-","-","669","1.8","(0.6)*","420","0.3","(0.2)**","929","3.3","(0.7)","965","2.0","(0.5)","761","1.6","(0.5)*","844","2.5","(0.7)*","829","3.5","(0.8)","-","-","-","-","-","-","775","2.7","(0.6)","853","4.1","(0.8)","902","2.9","(0.6)","911","3.6","(0.7)","942","3.0","(0.7)","927","3.4","(0.7)","998","3.0","(0.7)","892","2.5","(0.6)","970","2.9","(0.6)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","거주지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 동","-","-","-","-","-","-","3,443","2.2","(0.3)","1,249","1.9","(0.4)","2,917","2.7","(0.3)","3,169","3.1","(0.3)","2,780","3.5","(0.4)","2,779","2.7","(0.4)","2,640","3.9","(0.5)","-","-","-","-","-","-","2,487","3.4","(0.4)","2,765","4.2","(0.4)","2,781","3.1","(0.4)","2,854","3.6","(0.4)","2,780","4.3","(0.5)","2,579","4.8","(0.5)","2,454","5.1","(0.5)","2,342","5.6","(0.6)","2,629","6.4","(0.5)"
"",""," 읍면","-","-","-","-","-","-","848","1.3","(0.4)*","490","1.6","(0.7)*","1,040","2.7","(0.7)","1,075","2.4","(0.5)","771","1.3","(0.5)*","687","3.3","(1.0)*","642","2.3","(0.6)","-","-","-","-","-","-","568","2.9","(0.8)*","657","5.7","(1.1)","617","2.5","(0.7)*","618","5.7","(1.4)","667","2.6","(0.8)*","652","3.3","(0.8)","698","3.6","(0.8)","627","5.5","(0.9)","620","3.8","(1.0)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","소득수준","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 하","-","-","-","-","-","-","887","1.6","(0.5)*","324","3.8","(1.4)*","771","3.4","(0.8)","836","5.7","(0.9)","694","4.5","(1.0)","695","4.4","(1.0)","635","3.0","(0.8)*","-","-","-","-","-","-","585","5.6","(1.2)","670","6.5","(1.2)","674","4.1","(0.8)","696","5.3","(0.9)","684","5.4","(1.2)","632","6.9","(1.3)","626","5.9","(1.2)","586","8.0","(1.4)","637","6.8","(1.2)"
"",""," 중하","-","-","-","-","-","-","822","2.5","(0.6)","333","2.3","(1.1)*","777","3.4","(0.8)","849","1.8","(0.5)*","714","4.4","(1.0)","682","3.3","(0.9)*","664","5.0","(1.1)","-","-","-","-","-","-","617","2.8","(0.7)","683","3.5","(0.8)","681","3.1","(0.7)","696","4.2","(0.9)","681","5.3","(1.1)","637","4.8","(1.0)","615","4.3","(0.9)","596","6.9","(1.4)","646","6.3","(1.3)"
"",""," 중","-","-","-","-","-","-","838","2.5","(0.7)*","329","0.3","(0.2)**","756","3.6","(0.8)","840","2.5","(0.6)","699","2.5","(0.8)*","684","1.8","(0.5)*","639","4.1","(0.9)","-","-","-","-","-","-","613","3.0","(0.7)","694","3.2","(0.8)","678","2.4","(0.5)","693","3.2","(0.8)","686","3.0","(0.9)*","650","4.1","(1.0)","637","4.4","(1.0)","591","5.6","(1.1)","646","6.1","(1.2)"
"",""," 중상","-","-","-","-","-","-","854","2.1","(0.5)*","330","2.1","(0.8)*","769","1.5","(0.4)*","864","2.6","(0.6)","702","1.5","(0.5)*","689","1.8","(0.5)*","648","3.4","(1.0)*","-","-","-","-","-","-","614","2.5","(0.6)*","688","4.2","(1.0)","681","2.8","(0.7)","684","4.0","(0.9)","696","2.9","(0.8)*","651","3.7","(0.9)","628","4.6","(0.9)","596","4.2","(1.0)","655","5.3","(1.1)"
"",""," 상","-","-","-","-","-","-","848","1.4","(0.4)*","334","0.9","(0.4)*","757","1.6","(0.5)*","813","2.1","(0.6)*","691","1.9","(0.7)*","690","2.6","(0.9)*","658","2.6","(0.8)*","-","-","-","-","-","-","610","2.3","(0.6)*","677","4.7","(0.9)","671","2.6","(0.7)*","693","2.6","(0.6)","685","3.6","(0.9)","647","3.6","(0.7)","630","5.3","(1.2)","596","3.7","(0.7)","654","5.5","(1.0)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","거주지역(표준화)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 동","-","-","-","-","-","-","3,443","2.2","(0.3)","1,249","1.9","(0.4)","2,917","2.7","(0.3)","3,169","3.1","(0.4)","2,780","3.5","(0.4)","2,779","2.7","(0.4)","2,640","4.1","(0.5)","-","-","-","-","-","-","2,487","3.4","(0.4)","2,765","4.4","(0.5)","2,781","3.2","(0.4)","2,854","3.7","(0.5)","2,780","4.5","(0.5)","2,579","5.3","(0.6)","2,454","5.5","(0.6)","2,342","6.7","(0.7)","2,629","7.5","(0.7)"
"",""," 읍면","-","-","-","-","-","-","848","1.6","(0.5)*","490","1.7","(0.7)*","1,040","3.9","(1.2)*","1,075","2.7","(0.6)","771","1.5","(0.8)**","687","2.8","(0.7)*","642","2.1","(0.8)*","-","-","-","-","-","-","568","2.8","(1.0)*","657","6.3","(1.0)","617","2.9","(1.3)*","618","6.9","(2.4)*","667","2.8","(1.1)*","652","3.7","(1.2)*","698","4.9","(1.4)*","627","7.7","(1.8)","620","5.8","(1.9)*"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","소득수준(표준화)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",""," 하","-","-","-","-","-","-","887","1.6","(0.5)*","324","3.8","(1.3)*","771","3.3","(0.8)","836","5.8","(1.0)","694","4.7","(1.1)","695","4.5","(1.1)","635","3.1","(0.8)*","-","-","-","-","-","-","585","5.9","(1.3)","670","6.4","(1.2)","674","4.5","(1.0)","696","5.7","(1.1)","684","5.7","(1.3)","632","7.6","(1.5)","626","6.6","(1.5)","586","8.4","(1.6)","637","7.6","(1.4)"
"",""," 중하","-","-","-","-","-","-","822","2.4","(0.6)","333","2.4","(1.2)*","777","3.4","(0.8)","849","2.0","(0.6)*","714","4.5","(1.1)*","682","3.4","(1.0)*","664","5.1","(1.2)","-","-","-","-","-","-","617","2.7","(0.7)","683","3.7","(0.9)","681","3.1","(0.8)*","696","4.4","(1.1)","681","5.4","(1.3)","637","5.4","(1.2)","615","5.1","(1.3)*","596","9.1","(1.9)","646","7.4","(1.5)"
"",""," 중","-","-","-","-","-","-","838","2.6","(0.7)*","329","0.3","(0.2)**","756","3.6","(0.9)","840","2.7","(0.6)","699","2.5","(0.8)*","684","1.5","(0.4)*","639","4.2","(1.1)*","-","-","-","-","-","-","613","2.9","(0.7)","694","3.4","(0.9)*","678","2.2","(0.6)*","693","3.3","(0.9)*","686","3.6","(1.1)*","650","4.4","(1.1)*","637","4.9","(1.2)*","591","6.7","(1.5)","646","7.5","(1.4)"
"",""," 중상","-","-","-","-","-","-","854","2.1","(0.6)*","330","2.1","(0.8)*","769","1.4","(0.4)*","864","2.6","(0.6)","702","1.6","(0.5)*","689","1.7","(0.5)*","648","3.6","(1.1)*","-","-","-","-","-","-","614","2.2","(0.6)*","688","4.7","(1.2)*","681","3.3","(0.9)*","684","4.1","(1.0)","696","3.1","(0.9)*","651","4.2","(1.2)*","628","5.4","(1.1)","596","5.3","(1.2)","655","7.1","(1.6)"
"",""," 상","-","-","-","-","-","-","848","1.4","(0.4)*","334","0.9","(0.4)*","757","1.6","(0.5)*","813","2.2","(0.6)*","691","2.0","(0.7)*","690","2.6","(1.0)*","658","2.8","(0.8)*","-","-","-","-","-","-","610","2.4","(0.7)*","677","5.4","(1.1)","671","2.5","(0.7)*","693","2.4","(0.6)*","685","3.8","(1.0)*","647","3.9","(0.9)","630","5.4","(1.3)","596","4.4","(1.0)","654","6.9","(1.3)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
