"부산광역시","남자","50~54",18453,90,1746,9459,1994,4271,893,-
"부산광역시","남자","55~59",19225,447,3155,9814,1447,3530,832,-
"부산광역시","남자","60~64",20026,1171,4638,10033,1100,2373,711,-
"부산광역시","남자","65~69",15015,2773,3622,6337,446,1385,452,-
"부산광역시","남자","70~74",9789,2362,2326,3348,213,989,201,350
"부산광역시","남자","75~79",6395,1853,1460,1721,146,638,57,520
"부산광역시","남자","80~84",3872,1112,780,1016,89,487,25,363
"부산광역시","남자","85세 이상",2141,604,421,496,46,392,30,152
"부산광역시","여자","합계",248896,44396,32310,68185,24523,56331,8309,14842
"부산광역시","여자","20세 미만",2650,-,25,649,427,1549,-,-
"부산광역시","여자","20~24",21194,-,83,2427,3816,14498,370,-
"부산광역시","여자","25~29",22119,-,129,2688,4779,13398,1125,-
"부산광역시","여자","30~34",13359,-,126,1972,3056,7157,1048,-
"부산광역시","여자","35~39",10892,-,192,2590,2690,4389,1031,-
"부산광역시","여자","40~44",9534,-,195,3183,2110,3032,1014,-
"부산광역시","여자","45~49",11671,35,334,5456,1901,2784,1161,-
"부산광역시","여자","50~54",13385,149,1100,6847,1651,2694,944,-
"부산광역시","여자","55~59",18386,548,3637,9827,1324,2444,606,-
"부산광역시","여자","60~64",26961,2146,7403,13878,1318,1711,505,-
"부산광역시","여자","65~69",26283,7582,7309,9224,699,1176,293,-
"부산광역시","여자","70~74",24291,10848,5564,4347,416,714,93,2309
"부산광역시","여자","75~79",22366,10723,3415,2830,232,432,56,4678
"부산광역시","여자","80~84",16378,7971,1971,1529,79,237,60,4531
"부산광역시","여자","85세 이상",9427,4394,827,738,25,116,3,3324
"대구광역시","계","합계",304543,36928,32466,90820,44125,76351,12007,11846
"대구광역시","계","20세 미만",2757,-,68,642,933,1114,-,-
"대구광역시","계","20~24",21684,-,76,3003,6434,11716,455,-
"대구광역시","계","25~29",31704,-,147,4858,8597,16193,1909,-
"대구광역시","계","30~34",23990,-,220,3883,5506,12354,2027,-
"대구광역시","계","35~39",19702,-,313,4861,5227,7867,1434,-
"대구광역시","계","40~44",18143,-,371,6240,4788,5332,1412,-
"대구광역시","계","45~49",21874,71,860,10365,4077,5349,1152,-
"대구광역시","계","50~54",24351,213,2422,12486,2957,5104,1169,-
"대구광역시","계","55~59",27615,800,5124,13957,2340,4495,899,-
"대구광역시","계","60~64",29264,2217,7594,14215,1745,2783,710,-
"대구광역시","계","65~69",24493,7482,6107,8233,738,1505,428,-
"대구광역시","계","70~74",19568,8376,4148,3822,361,1084,171,1606
"대구광역시","계","75~79",17391,8088,2887,2084,205,633,126,3368
"대구광역시","계","80~84",13637,6100,1441,1406,113,573,73,3931
"대구광역시","계","85세 이상",8370,3581,688,765,104,249,42,2941
"대구광역시","남자","합계",140952,6554,12388,46508,23971,43906,6600,1025
"대구광역시","남자","20세 미만",1219,-,35,340,365,479,-,-
"대구광역시","남자","20~24",9202,-,31,1619,2705,4630,217,-
"대구광역시","남자","25~29",17456,-,80,3135,4470,8829,942,-
"대구광역시","남자","30~34",15489,-,87,2690,3253,8175,1284,-
"대구광역시","남자","35~39",12459,-,234,2881,3298,5243,803,-
"대구광역시","남자","40~44",11244,-,209,3830,3070,3412,723,-
"대구광역시","남자","45~49",13208,36,600,6257,2494,3333,488,-
"대구광역시","남자","50~54",13982,120,1399,7021,1630,3156,656,-
"대구광역시","남자","55~59",13571,352,2230,6504,1213,2749,523,-
"대구광역시","남자","60~64",12107,587,2964,5646,881,1643,386,-
"대구광역시","남자","65~69",8256,1871,1757,3242,273,830,283,-
"대구광역시","남자","70~74",5310,1372,1266,1612,121,590,99,250
"대구광역시","남자","75~79",3545,988,851,899,96,341,100,270
"대구광역시","남자","80~84",2396,722,410,552,47,306,60,299
"대구광역시","남자","85세 이상",1508,506,235,280,55,190,36,206
"대구광역시","여자","합계",163591,30374,20078,44312,20154,32445,5407,10821
"대구광역시","여자","20세 미만",1538,-,33,302,568,635,-,-
"대구광역시","여자","20~24",12482,-,45,1384,3729,7086,238,-
"대구광역시","여자","25~29",14248,-,67,1723,4127,7364,967,-
"대구광역시","여자","30~34",8501,-,133,1193,2253,4179,743,-
"대구광역시","여자","35~39",7243,-,79,1980,1929,2624,631,-
"대구광역시","여자","40~44",6899,-,162,2410,1718,1920,689,-
"대구광역시","여자","45~49",8666,35,260,4108,1583,2016,664,-
"대구광역시","여자","50~54",10369,93,1023,5465,1327,1948,513,-
"대구광역시","여자","55~59",14044,448,2894,7453,1127,1746,376,-
"대구광역시","여자","60~64",17157,1630,4630,8569,864,1140,324,-
"대구광역시","여자","65~69",16237,5611,4350,4991,465,675,145,-
"대구광역시","여자","70~74",14258,7004,2882,2210,240,494,72,1356
"대구광역시","여자","75~79",13846,7100,2036,1185,109,292,26,3098
"대구광역시","여자","80~84",11241,5378,1031,854,66,267,13,3632
"대구광역시","여자","85세 이상",6862,3075,453,485,49,59,6,2735
"인천광역시","계","합계",324841,29759,31837,124036,43940,73137,11275,10857
"인천광역시","계","20세 미만",2469,-,86,971,496,916,-,-
"인천광역시","계","20~24",17300,-,276,5024,4659,7145,196,-
"인천광역시","계","25~29",34217,-,381,7693,8807,15689,1647,-
"인천광역시","계","30~34",28844,-,235,6414,6957,13275,1963,-
